timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
1519306047510,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,312
1519306052909,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,385,1,0,0,311
1519306058325,210,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,210,1,0,0,136
1519306063552,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,313
1519306068974,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,316
1519306074371,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,310
1519306079783,398,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,398,1,0,0,315
1519306085195,395,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,395,1,0,0,322
1519306090598,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,316
1519306096002,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,314
1519306101407,396,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,396,1,0,0,323
1519306106811,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,314
1519306112230,208,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,207,1,0,0,135
1519306117451,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,310
1519306122854,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,386,1,0,0,312
1519306128255,382,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,382,1,0,0,310
1519306133645,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,316
1519306139048,399,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,399,1,0,0,318
1519306144461,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,312
1519306149881,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,385,1,0,0,312
1519306155295,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519306160708,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,310
1519306166128,406,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,405,1,0,0,333
1519306171548,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,314
1519306176966,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,312
1519306182375,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,315
1519306187789,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,385,1,0,0,311
1519306193201,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519306198598,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,385,1,0,0,311
1519306203996,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,317
1519306209419,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,318
1519306214837,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,315
1519306220254,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,319
1519306225654,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,384,1,0,0,312
1519306231051,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,386,1,0,0,314
1519306236453,401,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,400,1,0,0,314
1519306241867,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,310
1519306247277,395,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,394,1,0,0,316
1519306252691,210,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,209,1,0,0,132
1519306257928,210,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,210,1,0,0,135
1519306263151,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,318
1519306268571,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,386,1,0,0,313
1519306273982,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519306279385,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,385,1,0,0,312
1519306284798,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,386,1,0,0,311
1519306290197,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,390,1,0,0,316
1519306295622,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,393,1,0,0,318
1519306301049,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519306306451,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,317
1519306311859,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,311
1519306317255,395,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,394,1,0,0,313
1519306322669,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519306328077,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,315
1519306333472,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,316
1519306338878,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,309
1519306344273,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,383,1,0,0,311
1519306349684,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,312
1519306355099,383,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,382,1,0,0,309
1519306360505,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,319
1519306365907,399,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,399,1,0,0,313
1519306371332,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,313
1519306376749,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,385,1,0,0,312
1519306382157,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,385,1,0,0,312
1519306387558,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,314
1519306392955,393,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,319
1519306398373,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519306403773,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,315
1519306409175,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,386,1,0,0,313
1519306414591,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,386,1,0,0,313
1519306419991,387,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,386,1,0,0,313
1519306425401,389,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,388,1,0,0,315
1519306430809,206,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,205,1,0,0,132
1519306436027,388,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,387,1,0,0,314
1519306441439,392,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,392,1,0,0,313
1519306446861,400,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,399,1,0,0,311
1519306452274,384,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,384,1,0,0,311
1519306457686,210,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,209,1,0,0,136
1519306462906,390,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,389,1,0,0,316
1519306468308,398,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,397,1,0,0,320
1519306473718,210,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,209,1,0,0,135
1519306478955,403,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,402,1,0,0,329
1519306484383,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,317
1519306489801,386,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,386,1,0,0,312
1519306495212,385,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,385,1,0,0,312
1519306500611,391,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,391,1,0,0,318
1519306506013,482,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,482,1,0,0,134
1519306511508,444,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,444,1,0,0,315
1519306516960,397,get progress REST apak-batch:c4456043-fb7b-41bf-9697-95d28db70d5c,200,OK,run apak and fail pipeline driver 1-1,text,true,,9358,258,1,1,397,1,0,0,318
